5.516525e+001	5.516525e+001	5.516525e+001	
5.298820e+001	5.298820e+001	5.298820e+001	
5.015434e+001	5.015434e+001	5.015434e+001	
4.598065e+001	4.598065e+001	4.598065e+001	
4.168931e+001	4.168931e+001	4.168931e+001	
3.632888e+001	3.632888e+001	3.632888e+001	
3.046340e+001	3.046340e+001	3.046340e+001	
2.557356e+001	2.557356e+001	2.557356e+001	
2.055955e+001	2.055955e+001	2.055955e+001	
1.572504e+001	1.572504e+001	1.572504e+001	
1.190100e+001	1.190100e+001	1.190100e+001	
8.496036e+000	8.496036e+000	8.496036e+000	
6.035995e+000	6.035995e+000	6.035995e+000	
4.690434e+000	4.690434e+000	4.690434e+000	
3.187815e+000	3.187815e+000	3.187815e+000	
2.459685e+000	2.459685e+000	2.459685e+000	
1.984951e+000	1.984951e+000	1.984951e+000	
1.513783e+000	1.513783e+000	1.513783e+000	
1.325193e+000	1.325193e+000	1.325193e+000	
1.448563e+000	1.448563e+000	1.448563e+000	
5.748551e+001	5.748551e+001	5.748551e+001	
1.555166e+000	1.555166e+000	1.555166e+000	
5.809369e+001	5.809369e+001	5.809369e+001	
5.599843e+001	5.599843e+001	5.599843e+001	
5.369455e+001	5.369455e+001	5.369455e+001	
4.982764e+001	4.982764e+001	4.982764e+001	
4.587722e+001	4.587722e+001	4.587722e+001	
4.071597e+001	4.071597e+001	4.071597e+001	
3.567386e+001	3.567386e+001	3.567386e+001	
3.023005e+001	3.023005e+001	3.023005e+001	
2.435870e+001	2.435870e+001	2.435870e+001	
1.906386e+001	1.906386e+001	1.906386e+001	
1.461483e+001	1.461483e+001	1.461483e+001	
1.098886e+001	1.098886e+001	1.098886e+001	
7.967494e+000	7.967494e+000	7.967494e+000	
5.818908e+000	5.818908e+000	5.818908e+000	
4.285059e+000	4.285059e+000	4.285059e+000	
3.036891e+000	3.036891e+000	3.036891e+000	
2.572155e+000	2.572155e+000	2.572155e+000	
1.760934e+000	1.760934e+000	1.760934e+000	
1.453267e+000	1.453267e+000	1.453267e+000	
1.327565e+000	1.327565e+000	1.327565e+000	
5.971348e+001	5.971348e+001	5.971348e+001	
1.205744e+000	1.205744e+000	1.205744e+000	
6.062724e+001	6.062724e+001	6.062724e+001	
5.895770e+001	5.895770e+001	5.895770e+001	
5.688968e+001	5.688968e+001	5.688968e+001	
5.362624e+001	5.362624e+001	5.362624e+001	
4.991982e+001	4.991982e+001	4.991982e+001	
4.571337e+001	4.571337e+001	4.571337e+001	
4.083978e+001	4.083978e+001	4.083978e+001	
3.462459e+001	3.462459e+001	3.462459e+001	
2.891736e+001	2.891736e+001	2.891736e+001	
2.342011e+001	2.342011e+001	2.342011e+001	
1.823580e+001	1.823580e+001	1.823580e+001	
1.389306e+001	1.389306e+001	1.389306e+001	
1.017386e+001	1.017386e+001	1.017386e+001	
7.535728e+000	7.535728e+000	7.535728e+000	
5.509036e+000	5.509036e+000	5.509036e+000	
3.741567e+000	3.741567e+000	3.741567e+000	
2.928321e+000	2.928321e+000	2.928321e+000	
2.230684e+000	2.230684e+000	2.230684e+000	
1.773504e+000	1.773504e+000	1.773504e+000	
1.575106e+000	1.575106e+000	1.575106e+000	
6.212218e+001	6.212218e+001	6.212218e+001	
1.370454e+000	1.370454e+000	1.370454e+000	
6.291069e+001	6.291069e+001	6.291069e+001	
6.196262e+001	6.196262e+001	6.196262e+001	
6.009003e+001	6.009003e+001	6.009003e+001	
5.742044e+001	5.742044e+001	5.742044e+001	
5.421074e+001	5.421074e+001	5.421074e+001	
5.016391e+001	5.016391e+001	5.016391e+001	
4.529730e+001	4.529730e+001	4.529730e+001	
3.965411e+001	3.965411e+001	3.965411e+001	
3.382421e+001	3.382421e+001	3.382421e+001	
2.774019e+001	2.774019e+001	2.774019e+001	
2.198471e+001	2.198471e+001	2.198471e+001	
1.689017e+001	1.689017e+001	1.689017e+001	
1.303679e+001	1.303679e+001	1.303679e+001	
9.545084e+000	9.545084e+000	9.545084e+000	
6.671229e+000	6.671229e+000	6.671229e+000	
5.034573e+000	5.034573e+000	5.034573e+000	
3.938504e+000	3.938504e+000	3.938504e+000	
2.820692e+000	2.820692e+000	2.820692e+000	
2.066944e+000	2.066944e+000	2.066944e+000	
1.601701e+000	1.601701e+000	1.601701e+000	
6.412418e+001	6.412418e+001	6.412418e+001	
1.175686e+000	1.175686e+000	1.175686e+000	
6.490790e+001	6.490790e+001	6.490790e+001	
6.427623e+001	6.427623e+001	6.427623e+001	
