5.615738e+001	5.615738e+001	5.615738e+001	
5.468545e+001	5.468545e+001	5.468545e+001	
5.360206e+001	5.360206e+001	5.360206e+001	
5.123567e+001	5.123567e+001	5.123567e+001	
4.935562e+001	4.935562e+001	4.935562e+001	
4.690442e+001	4.690442e+001	4.690442e+001	
4.456408e+001	4.456408e+001	4.456408e+001	
4.181067e+001	4.181067e+001	4.181067e+001	
3.923886e+001	3.923886e+001	3.923886e+001	
3.651282e+001	3.651282e+001	3.651282e+001	
3.373863e+001	3.373863e+001	3.373863e+001	
3.071167e+001	3.071167e+001	3.071167e+001	
2.812658e+001	2.812658e+001	2.812658e+001	
2.525707e+001	2.525707e+001	2.525707e+001	
2.304965e+001	2.304965e+001	2.304965e+001	
2.046110e+001	2.046110e+001	2.046110e+001	
1.849489e+001	1.849489e+001	1.849489e+001	
1.646493e+001	1.646493e+001	1.646493e+001	
1.464104e+001	1.464104e+001	1.464104e+001	
1.312196e+001	1.312196e+001	1.312196e+001	
1.185253e+001	1.185253e+001	1.185253e+001	
1.079562e+001	1.079562e+001	1.079562e+001	
9.936913e+000	9.936913e+000	9.936913e+000	
5.776153e+001	5.776153e+001	5.776153e+001	
9.396787e+000	9.396787e+000	9.396787e+000	
5.740995e+001	5.740995e+001	5.740995e+001	
5.636985e+001	5.636985e+001	5.636985e+001	
5.469176e+001	5.469176e+001	5.469176e+001	
5.292464e+001	5.292464e+001	5.292464e+001	
5.103297e+001	5.103297e+001	5.103297e+001	
4.868905e+001	4.868905e+001	4.868905e+001	
4.639662e+001	4.639662e+001	4.639662e+001	
4.375679e+001	4.375679e+001	4.375679e+001	
4.059840e+001	4.059840e+001	4.059840e+001	
3.813342e+001	3.813342e+001	3.813342e+001	
3.534481e+001	3.534481e+001	3.534481e+001	
3.234830e+001	3.234830e+001	3.234830e+001	
2.975055e+001	2.975055e+001	2.975055e+001	
2.711263e+001	2.711263e+001	2.711263e+001	
2.435115e+001	2.435115e+001	2.435115e+001	
2.193926e+001	2.193926e+001	2.193926e+001	
1.985001e+001	1.985001e+001	1.985001e+001	
1.765054e+001	1.765054e+001	1.765054e+001	
1.588781e+001	1.588781e+001	1.588781e+001	
1.398548e+001	1.398548e+001	1.398548e+001	
1.281989e+001	1.281989e+001	1.281989e+001	
1.163283e+001	1.163283e+001	1.163283e+001	
1.051868e+001	1.051868e+001	1.051868e+001	
5.875407e+001	5.875407e+001	5.875407e+001	
9.730122e+000	9.730122e+000	9.730122e+000	
5.887852e+001	5.887852e+001	5.887852e+001	
5.774107e+001	5.774107e+001	5.774107e+001	
5.633109e+001	5.633109e+001	5.633109e+001	
5.456198e+001	5.456198e+001	5.456198e+001	
5.245414e+001	5.245414e+001	5.245414e+001	
5.035194e+001	5.035194e+001	5.035194e+001	
4.793525e+001	4.793525e+001	4.793525e+001	
4.580167e+001	4.580167e+001	4.580167e+001	
4.254171e+001	4.254171e+001	4.254171e+001	
3.995976e+001	3.995976e+001	3.995976e+001	
3.737693e+001	3.737693e+001	3.737693e+001	
3.428799e+001	3.428799e+001	3.428799e+001	
3.125705e+001	3.125705e+001	3.125705e+001	
