5.201348e+001	5.201348e+001	5.201348e+001	
5.085086e+001	5.085086e+001	5.085086e+001	
4.992633e+001	4.992633e+001	4.992633e+001	
4.860750e+001	4.860750e+001	4.860750e+001	
4.684461e+001	4.684461e+001	4.684461e+001	
4.544643e+001	4.544643e+001	4.544643e+001	
4.366080e+001	4.366080e+001	4.366080e+001	
4.175906e+001	4.175906e+001	4.175906e+001	
3.986594e+001	3.986594e+001	3.986594e+001	
3.830457e+001	3.830457e+001	3.830457e+001	
3.646291e+001	3.646291e+001	3.646291e+001	
3.460458e+001	3.460458e+001	3.460458e+001	
3.291619e+001	3.291619e+001	3.291619e+001	
3.097921e+001	3.097921e+001	3.097921e+001	
2.953397e+001	2.953397e+001	2.953397e+001	
2.826714e+001	2.826714e+001	2.826714e+001	
2.670513e+001	2.670513e+001	2.670513e+001	
5.359414e+001	5.359414e+001	5.359414e+001	
2.484920e+001	2.484920e+001	2.484920e+001	
5.341413e+001	5.341413e+001	5.341413e+001	
5.255267e+001	5.255267e+001	5.255267e+001	
5.126124e+001	5.126124e+001	5.126124e+001	
4.957816e+001	4.957816e+001	4.957816e+001	
4.845295e+001	4.845295e+001	4.845295e+001	
4.687933e+001	4.687933e+001	4.687933e+001	
4.487078e+001	4.487078e+001	4.487078e+001	
4.377037e+001	4.377037e+001	4.377037e+001	
4.165392e+001	4.165392e+001	4.165392e+001	
3.966767e+001	3.966767e+001	3.966767e+001	
3.795075e+001	3.795075e+001	3.795075e+001	
3.600944e+001	3.600944e+001	3.600944e+001	
3.445708e+001	3.445708e+001	3.445708e+001	
3.282161e+001	3.282161e+001	3.282161e+001	
3.082948e+001	3.082948e+001	3.082948e+001	
2.932494e+001	2.932494e+001	2.932494e+001	
2.772944e+001	2.772944e+001	2.772944e+001	
5.510404e+001	5.510404e+001	5.510404e+001	
2.654600e+001	2.654600e+001	2.654600e+001	
5.489818e+001	5.489818e+001	5.489818e+001	
5.383624e+001	5.383624e+001	5.383624e+001	
5.250111e+001	5.250111e+001	5.250111e+001	
5.136616e+001	5.136616e+001	5.136616e+001	
5.029583e+001	5.029583e+001	5.029583e+001	
4.839104e+001	4.839104e+001	4.839104e+001	
4.697999e+001	4.697999e+001	4.697999e+001	
4.505065e+001	4.505065e+001	4.505065e+001	
4.345652e+001	4.345652e+001	4.345652e+001	
4.133197e+001	4.133197e+001	4.133197e+001	
3.958017e+001	3.958017e+001	3.958017e+001	
3.778899e+001	3.778899e+001	3.778899e+001	
3.578196e+001	3.578196e+001	3.578196e+001	
3.402580e+001	3.402580e+001	3.402580e+001	
3.219844e+001	3.219844e+001	3.219844e+001	
3.053321e+001	3.053321e+001	3.053321e+001	
2.910884e+001	2.910884e+001	2.910884e+001	
5.596156e+001	5.596156e+001	5.596156e+001	
2.754317e+001	2.754317e+001	2.754317e+001	
5.637407e+001	5.637407e+001	5.637407e+001	
5.524218e+001	5.524218e+001	5.524218e+001	
5.428847e+001	5.428847e+001	5.428847e+001	
5.248853e+001	5.248853e+001	5.248853e+001	
5.173245e+001	5.173245e+001	5.173245e+001	
5.029819e+001	5.029819e+001	5.029819e+001	
4.839323e+001	4.839323e+001	4.839323e+001	
4.674283e+001	4.674283e+001	4.674283e+001	
4.469379e+001	4.469379e+001	4.469379e+001	
4.313997e+001	4.313997e+001	4.313997e+001	
4.128144e+001	4.128144e+001	4.128144e+001	
3.951799e+001	3.951799e+001	3.951799e+001	
3.717960e+001	3.717960e+001	3.717960e+001	
3.537461e+001	3.537461e+001	3.537461e+001	
3.370422e+001	3.370422e+001	3.370422e+001	
3.233202e+001	3.233202e+001	3.233202e+001	
3.051154e+001	3.051154e+001	3.051154e+001	
5.717692e+001	5.717692e+001	5.717692e+001	
2.868635e+001	2.868635e+001	2.868635e+001	
